id,speed
0,48.79044352189254
1,48.684244865628756
2,39.79012545328306
3,27.466843005976855
4,33.83793165909499
5,26.93005247799989
6,24.913883357042852
7,49.8370524529038
8,48.652474943194846
9,32.09829988872435
10,23.48726758477717
11,27.647775234113713
12,28.75057918377932
13,24.57204475267247
14,30.706496215013132
15,46.15233372488091
16,43.17993661322194
17,47.06070111558743
18,47.556285124605786
19,47.84597866329731
20,45.30050078625317
21,45.30050078625317
22,19.45518043469081
23,20.36188289765431
24,21.114691709395633
25,20.55984937023213
26,21.582388531099458
27,17.396200949152576
28,14.93428302051431
29,14.93428302051431
30,25.519155252921525
31,44.31370990575082
32,48.80847468336663
33,30.689153099058775
34,20.589974062681858
35,18.270035615274878
36,17.375718300752215
37,17.929201842021524
38,32.092001856834166
39,42.35164906118647
40,38.17074068536371
41,47.59941082155691
42,49.23771002079365
43,45.95385841374135
44,21.16652163432838
45,17.88517947529276
46,19.836549415138872
47,11.428914036161965
48,43.53526778143412
49,52.450310795616836
50,50.10410959223524
51,18.77307328750222
52,20.931834024547417
53,16.106857168564094
54,16.639270644048455
55,15.630519680390199
56,16.861035520908526
57,16.861035520908526
58,23.332730583112607
59,35.79869749919948
60,41.72897424479408
61,41.72897424479408
62,42.12159434689138
63,41.23490740598864
64,43.7942383657906
65,50.696757839620716
66,48.50344316197806
67,48.62375205028158
68,47.43119153993933
69,31.36325516213823
70,20.40633795717689
71,17.447676042832267
72,15.816155325950874
73,15.16604459065132
74,14.307654212922289
75,8.095845685360663
76,42.229260542524
77,37.2433815060149
78,41.130362700273075
79,46.8028599755846
80,13.525354889690382
81,13.525354889690826
82,15.110378791140258
83,15.623681052519558
84,15.53169320227424
85,17.71759541198543
86,32.647083531777135
87,36.586187620220294
88,42.60602304852395
89,39.577176890784486
90,45.87487664472125
91,44.18844765278002
92,44.18844765278002
93,44.88323678001512
94,28.681426127927306
95,13.04077936239375
96,22.858041013481927
97,12.839627158656691
98,12.839627158656691
99,25.507280612675995
100,40.67338123257601
101,46.32896044892479
102,14.164960699871727
103,15.862322367613197
104,11.53380189328599
105,40.993569174902696
106,35.295943163758515
107,49.36912945817466
108,43.409803630392524
109,11.201963462060524
110,15.849053825654442
111,15.849053825654442
112,26.126608659964912
113,41.15255383031959
114,41.15255383031959
115,48.6120633913439
116,48.61206339134403
117,39.967747758196765
118,29.88775076042
119,24.01671950119132
120,20.495039654320372
121,17.66037739048838
122,37.96429019464479
123,46.636029957130326
124,46.44981100670268
125,42.35531975213263
126,42.1406592836497
127,37.0268253986082
128,43.27158502199634
129,33.331556808998485
130,48.03000320850308
131,47.74331123166644
132,47.860236317929186
133,26.893736512029545
134,25.106919193531414
135,23.826333082957717
136,37.711011483392376
137,47.58461423174099
138,47.42654657039449
139,46.45729485200615
140,46.45729485200615
141,46.84890977151431
